date,open,high,low,adj close,close,volume
Sep 7 2022,18780.00,19365.00,18360.00,18925.00,18925.00,6749
Sep 6 2022,19745.00,20080.00,18480.00,18635.00,18635.00,15290
Sep 2 2022,19975.00,20390.00,19555.00,19775.00,19775.00,9765
Sep 1 2022,20130.00,20145.00,19310.00,19695.00,19695.00,7103
Aug 31 2022,19745.00,20400.00,19585.00,20065.00,20065.00,7256
Aug 30 2022,19985.00,20630.00,19345.00,19770.00,19770.00,7230
Aug 29 2022,19890.00,20315.00,19345.00,19965.00,19965.00,7992
Aug 26 2022,21425.00,21865.00,21035.00,21417.89,21417.89,13737
Aug 25 2022,21610.00,21810.00,21290.00,21565.00,21565.00,7808
Aug 24 2022,21480.00,21900.00,21125.00,21710.00,21710.00,9887
Aug 23 2022,21055.00,21660.00,20790.00,21490.00,21490.00,8565
Aug 22 2022,21420.00,21595.00,20805.00,20965.00,20965.00,7314
Aug 19 2022,23330.00,23370.00,21035.00,21230.00,21230.00,11296
Aug 18 2022,23260.00,23590.00,23210.00,23335.00,23335.00,3984
Aug 17 2022,23960.00,24465.00,23145.00,23230.00,23230.00,8565
Aug 16 2022,24060.00,24265.00,23640.00,23945.00,23945.00,5100
Aug 15 2022,24360.00,25270.00,23890.00,24000.00,24000.00,7443
Aug 12 2022,24225.00,24315.00,23600.00,24240.00,24240.00,4938
Aug 11 2022,24000.00,24980.00,23840.00,24245.00,24245.00,9242
Aug 10 2022,23200.00,24240.00,22630.00,23655.00,23655.00,9528
Aug 9 2022,23880.00,23965.00,22850.00,23060.00,23060.00,8218
Aug 8 2022,23310.00,24355.00,23085.00,23985.00,23985.00,7581
Aug 5 2022,22505.00,23555.00,22475.00,22960.00,22960.00,8818
Aug 4 2022,23370.00,23370.00,22405.00,22455.00,22455.00,7914
Aug 3 2022,23175.00,23705.00,22730.00,23540.00,23540.00,6020
Aug 2 2022,23050.00,23510.00,22685.00,23000.00,23000.00,5487
Aug 1 2022,23655.00,23685.00,22895.00,23030.00,23030.00,5781
Jul 29 2022,23950.00,24490.00,23460.00,24082.45,24082.45,7464
Jul 28 2022,22785.00,24230.00,22620.00,23805.00,23805.00,11797
Jul 27 2022,21015.00,23120.00,21000.00,22780.00,22780.00,13017
Jul 26 2022,22045.00,22045.00,20715.00,20915.00,20915.00,11713
Jul 25 2022,22830.00,23035.00,21580.00,21885.00,21885.00,10395
Jul 22 2022,23210.00,23800.00,22540.00,22615.00,22615.00,6639
Jul 21 2022,23595.00,23685.00,22365.00,23230.00,23230.00,7350
Jul 20 2022,23650.00,24300.00,22930.00,23695.00,23695.00,10139
Jul 19 2022,21660.00,23725.00,21575.00,23460.00,23460.00,11774
Jul 18 2022,21080.00,22785.00,20750.00,21620.00,21620.00,10033
Jul 15 2022,20440.00,21215.00,20360.00,21190.00,21190.00,6272
Jul 14 2022,19890.00,20885.00,19585.00,20625.00,20625.00,10781
Jul 13 2022,19290.00,20090.00,18830.00,19615.00,19615.00,12021
Jul 12 2022,20190.00,20190.00,19215.00,19315.00,19315.00,7721
Jul 11 2022,21045.00,21045.00,20215.00,20455.00,20455.00,7657
Jul 8 2022,21670.00,22550.00,21160.00,21765.00,21765.00,9678
Jul 7 2022,20360.00,21890.00,20245.00,21855.00,21855.00,8758
Jul 6 2022,20310.00,20450.00,19730.00,20275.00,20275.00,5808
Jul 5 2022,19270.00,20740.00,18985.00,20390.00,20390.00,15041
Jul 1 2022,18700.00,20790.00,18630.00,19315.00,19315.00,10646
Jun 30 2022,20240.00,20295.00,18525.00,18760.00,18760.00,10284
Jun 29 2022,20290.00,20405.00,19775.00,20185.00,20185.00,6703
Jun 28 2022,20765.00,21195.00,20125.00,20175.00,20175.00,5868
Jun 27 2022,21360.00,21530.00,20420.00,20800.00,20800.00,5894
Jun 24 2022,20740.00,21535.00,20740.00,21206.90,21206.90,7037
Jun 23 2022,19945.00,21090.00,19875.00,20900.00,20900.00,10083
Jun 22 2022,20920.00,20920.00,19760.00,20105.00,20105.00,13382
Jun 21 2022,20390.00,21715.00,19600.00,20860.00,20860.00,18029
Jun 17 2022,20645.00,21315.00,20145.00,20470.00,20470.00,8720
Jun 16 2022,22165.00,22945.00,20435.00,20790.00,20790.00,9773
Jun 15 2022,21460.00,22385.00,20025.00,21625.00,21625.00,19873
Jun 14 2022,23010.00,23290.00,20775.00,22125.00,22125.00,16480
Jun 13 2022,27355.00,27365.00,22490.00,23110.00,23110.00,18646
Jun 10 2022,30085.00,31025.00,28740.00,28920.00,28920.00,8031
Jun 9 2022,30320.00,30665.00,29880.00,29945.00,29945.00,4174
Jun 8 2022,31460.00,31580.00,29775.00,30080.00,30080.00,7937
Jun 7 2022,31500.00,31575.00,29130.00,31045.00,31045.00,11270
Jun 6 2022,29900.00,31805.00,29820.00,31490.00,31490.00,9293
Jun 3 2022,30355.00,30725.00,29165.00,29535.00,29535.00,6335
Jun 2 2022,29535.00,30435.00,29480.00,30290.00,30290.00,6669
Jun 1 2022,31700.00,32020.00,29265.00,30035.00,30035.00,7625
May 31 2022,29170.00,32455.00,29110.00,31650.00,31650.00,14873
May 27 2022,29550.00,29605.00,28630.00,29042.23,29042.23,8360
May 26 2022,29750.00,29895.00,27995.00,29315.00,29315.00,12168
May 25 2022,29585.00,30225.00,29300.00,29535.00,29535.00,9662
May 24 2022,29235.00,29580.00,28570.00,29305.00,29305.00,11237
May 23 2022,30010.00,30680.00,28960.00,29015.00,29015.00,11285
May 20 2022,30235.00,30715.00,28635.00,29260.00,29260.00,9098
May 19 2022,29025.00,30510.00,28555.00,29945.00,29945.00,8809
May 18 2022,30560.00,30650.00,28650.00,29185.00,29185.00,7228
May 17 2022,30130.00,30745.00,29420.00,30000.00,30000.00,7459
May 16 2022,31000.00,31400.00,29020.00,29505.00,29505.00,6177
May 13 2022,28255.00,31000.00,28230.00,30035.00,30035.00,6899
May 12 2022,28860.00,30100.00,25350.00,28585.00,28585.00,15142
May 11 2022,30195.00,32140.00,28105.00,29195.00,29195.00,19281
May 10 2022,30960.00,32615.00,29700.00,31280.00,31280.00,7243
May 9 2022,34455.00,34455.00,30300.00,30930.00,30930.00,12896
May 6 2022,36405.00,36595.00,35180.00,35925.00,35925.00,5712
May 5 2022,39795.00,39860.00,35520.00,36270.00,36270.00,10002
May 4 2022,37725.00,40100.00,37535.00,39900.00,39900.00,8011
May 3 2022,38685.00,38810.00,37420.00,37635.00,37635.00,4864
May 2 2022,38350.00,39180.00,38005.00,38540.00,38540.00,4364
Apr 29 2022,39785.00,39840.00,38595.00,38997.34,38997.34,4974
Apr 28 2022,39220.00,40440.00,38900.00,39920.00,39920.00,8547
Apr 27 2022,38210.00,39475.00,37665.00,38900.00,38900.00,6779
Apr 26 2022,40210.00,40765.00,37665.00,38220.00,38220.00,10107
Apr 25 2022,39595.00,40400.00,38190.00,40210.00,40210.00,7333
Apr 22 2022,40650.00,40815.00,39165.00,39455.00,39455.00,4525
Apr 21 2022,41550.00,43010.00,40610.00,41245.00,41245.00,5772
Apr 20 2022,41335.00,42295.00,40895.00,41235.00,41235.00,3726
Apr 19 2022,40825.00,41820.00,40585.00,41520.00,41520.00,3695
Apr 18 2022,40150.00,41125.00,38535.00,40700.00,40700.00,5796
Apr 14 2022,41240.00,41540.00,39565.00,39825.00,39825.00,3012
Apr 13 2022,39650.00,41590.00,39560.00,41120.00,41120.00,5018
Apr 12 2022,39410.00,40805.00,39190.00,39290.00,39290.00,5562
Apr 11 2022,42710.00,42805.00,39460.00,39955.00,39955.00,5945
Apr 8 2022,43565.00,44090.00,42445.00,42715.00,42715.00,5079
Apr 7 2022,43880.00,43885.00,42720.00,43380.00,43380.00,4605
Apr 6 2022,45995.00,46060.00,43130.00,43775.00,43775.00,7113
Apr 5 2022,46600.00,47445.00,45550.00,46140.00,46140.00,7492
Apr 4 2022,47225.00,47610.00,45205.00,46085.00,46085.00,5287
Apr 1 2022,45865.00,46910.00,44345.00,46550.00,46550.00,5689
Mar 31 2022,47220.00,47875.00,45620.00,45735.00,45735.00,5480
Mar 30 2022,47430.00,48000.00,46715.00,47240.00,47240.00,4074
Mar 29 2022,47970.00,48390.00,47235.00,47930.00,47930.00,4677
Mar 28 2022,46740.00,48475.00,46550.00,48190.00,48190.00,6528
Mar 25 2022,43975.00,45170.00,43625.00,44504.00,44504.00,5774
Mar 24 2022,42430.00,44340.00,42345.00,43965.00,43965.00,11117
Mar 23 2022,42880.00,42985.00,41815.00,42250.00,42250.00,8001
Mar 22 2022,41335.00,43490.00,40885.00,42390.00,42390.00,10059
Mar 21 2022,41445.00,41595.00,40555.00,41220.00,41220.00,5712
Mar 18 2022,41050.00,42360.00,40180.00,42095.00,42095.00,5113
Mar 17 2022,41200.00,41520.00,40570.00,40885.00,40885.00,2547
Mar 16 2022,39725.00,41765.00,38810.00,40920.00,40920.00,8470
Mar 15 2022,38725.00,39935.00,38085.00,39760.00,39760.00,4604
Mar 14 2022,38725.00,39340.00,37495.00,38830.00,38830.00,4213
Mar 11 2022,39530.00,40260.00,38240.00,38325.00,38325.00,5471
Mar 10 2022,42055.00,42245.00,38555.00,39630.00,39630.00,5922
Mar 9 2022,38540.00,42715.00,38540.00,41920.00,41920.00,7469
Mar 8 2022,38110.00,39410.00,37895.00,38505.00,38505.00,5230
Mar 7 2022,39060.00,39540.00,37180.00,37540.00,37540.00,5831
Mar 4 2022,42495.00,42640.00,39090.00,39545.00,39545.00,5656
Mar 3 2022,44205.00,44325.00,41870.00,42080.00,42080.00,6109
Mar 2 2022,44205.00,45455.00,43420.00,43925.00,43925.00,6395
Mar 1 2022,43100.00,45110.00,42930.00,44240.00,44240.00,8747
Feb 28 2022,37860.00,42055.00,37205.00,42000.00,42000.00,9471
Feb 25 2022,38110.00,39645.00,37900.00,39202.09,39202.09,6107
Feb 24 2022,37670.00,39740.00,34295.00,38360.00,38360.00,14197
Feb 23 2022,37890.00,39235.00,37365.00,37660.00,37660.00,9503
Feb 22 2022,38860.00,39460.00,36340.00,37915.00,37915.00,12994
Feb 18 2022,40675.00,41000.00,39485.00,39945.00,39945.00,7267
Feb 17 2022,44075.00,44275.00,40090.00,40900.00,40900.00,6682
Feb 16 2022,44210.00,44860.00,43350.00,44175.00,44175.00,3894
Feb 15 2022,42665.00,44620.00,42495.00,44215.00,44215.00,4089
Feb 14 2022,42470.00,42930.00,41560.00,42205.00,42205.00,5402
Feb 11 2022,43950.00,44145.00,42075.00,42390.00,42390.00,6220
Feb 10 2022,44640.00,45905.00,43270.00,44180.00,44180.00,8449
Feb 9 2022,44235.00,44900.00,43210.00,44855.00,44855.00,4103
Feb 8 2022,44110.00,45605.00,42780.00,44340.00,44340.00,5873
Feb 7 2022,41420.00,44615.00,41420.00,44235.00,44235.00,7457
Feb 4 2022,36930.00,40935.00,36895.00,40640.00,40640.00,9595
Feb 3 2022,36970.00,37100.00,36235.00,36265.00,36265.00,4222
Feb 2 2022,38685.00,38900.00,36515.00,37535.00,37535.00,4396
Feb 1 2022,38450.00,39275.00,38055.00,38585.00,38585.00,4095
Jan 31 2022,37845.00,38790.00,36620.00,38485.00,38485.00,4094
Jan 28 2022,36535.00,37415.00,36215.00,37075.89,37075.89,5566
Jan 27 2022,36555.00,37210.00,35485.00,35565.00,35565.00,8331
Jan 26 2022,36765.00,38895.00,36330.00,37060.00,37060.00,10251
Jan 25 2022,36490.00,37550.00,35725.00,36855.00,36855.00,8969
Jan 24 2022,35555.00,37600.00,32855.00,37220.00,37220.00,16299
Jan 21 2022,41125.00,41135.00,36150.00,38180.00,38180.00,11781
Jan 20 2022,41940.00,43545.00,41260.00,42675.00,42675.00,7229
Jan 19 2022,42430.00,42615.00,41080.00,41575.00,41575.00,6542
Jan 18 2022,43270.00,43315.00,41175.00,41665.00,41665.00,6821
Jan 14 2022,42620.00,43445.00,41680.00,43120.00,43120.00,4202
Jan 13 2022,43880.00,44450.00,42280.00,42675.00,42675.00,4068
Jan 12 2022,42695.00,44310.00,42455.00,43825.00,43825.00,4068
Jan 11 2022,41595.00,43155.00,41220.00,42805.00,42805.00,6191
Jan 10 2022,42205.00,42245.00,39470.00,41745.00,41745.00,8665
Jan 7 2022,43170.00,43240.00,40470.00,41870.00,41870.00,9276
Jan 6 2022,43405.00,43720.00,42375.00,43215.00,43215.00,5222
Jan 5 2022,46100.00,47100.00,43290.00,43830.00,43830.00,8922
Jan 4 2022,46205.00,47650.00,45485.00,46305.00,46305.00,5049
Jan 3 2022,47120.00,47660.00,45680.00,45865.00,45865.00,4161
Dec 31 2021,47055.00,48590.00,46915.00,47977.03,47977.03,3726
Dec 30 2021,47230.00,47970.00,45880.00,47170.00,47170.00,6480
Dec 29 2021,47585.00,48095.00,46550.00,47370.00,47370.00,6913
Dec 28 2021,51025.00,51045.00,47300.00,47755.00,47755.00,7868
Dec 27 2021,51040.00,52200.00,50520.00,51275.00,51275.00,5511
Dec 23 2021,49085.00,51470.00,48035.00,51060.00,51060.00,4756
Dec 22 2021,49280.00,49635.00,48500.00,49045.00,49045.00,2811
Dec 21 2021,46835.00,49390.00,46710.00,48685.00,48685.00,3998
Dec 20 2021,47280.00,47555.00,45515.00,47060.00,47060.00,4303
Dec 17 2021,47870.00,48010.00,45415.00,46250.00,46250.00,4533
Dec 16 2021,48940.00,49500.00,47595.00,48010.00,48010.00,5529
Dec 15 2021,48350.00,49605.00,46570.00,49350.00,49350.00,8301
Dec 14 2021,46950.00,48700.00,46295.00,47870.00,47870.00,5871
Dec 13 2021,50205.00,50480.00,45700.00,46595.00,46595.00,6827
Dec 10 2021,47940.00,50265.00,47325.00,48490.00,48490.00,6036
Dec 9 2021,50400.00,50940.00,47345.00,47675.00,47675.00,5159
Dec 8 2021,50600.00,51370.00,48645.00,50925.00,50925.00,4851
Dec 7 2021,50745.00,52195.00,50360.00,50600.00,50600.00,4985
Dec 6 2021,49265.00,50730.00,47215.00,48960.00,48960.00,9344
Dec 3 2021,57030.00,57945.00,51585.00,53545.00,53545.00,11175
Dec 2 2021,57305.00,57705.00,55990.00,57175.00,57175.00,5835
Dec 1 2021,57660.00,59545.00,56650.00,56990.00,56990.00,6552
Nov 30 2021,58530.00,59680.00,56145.00,57780.00,57780.00,7792
Nov 29 2021,56290.00,59285.00,56290.00,58470.00,58470.00,5946
Nov 26 2021,57000.00,59470.00,53625.00,54465.65,54465.65,11541
Nov 24 2021,57650.00,57765.00,55825.00,57415.00,57415.00,10085
Nov 23 2021,56575.00,57940.00,55375.00,57855.00,57855.00,9700
Nov 22 2021,59100.00,59645.00,55585.00,55815.00,55815.00,11800
Nov 19 2021,56450.00,58410.00,55600.00,57900.00,57900.00,8253
Nov 18 2021,59980.00,61035.00,56600.00,58015.00,58015.00,9180
Nov 17 2021,60700.00,60890.00,58475.00,60485.00,60485.00,6300
Nov 16 2021,63955.00,64025.00,58515.00,59730.00,59730.00,9161
Nov 15 2021,64625.00,66555.00,63415.00,63910.00,63910.00,5438
Nov 12 2021,65400.00,65720.00,62385.00,64235.00,64235.00,6895
Nov 11 2021,65210.00,65895.00,64340.00,65055.00,65055.00,3912
Nov 10 2021,67670.00,69355.00,63020.00,66075.00,66075.00,7709
Nov 9 2021,66715.00,69000.00,66480.00,67625.00,67625.00,5457
Nov 8 2021,62910.00,67035.00,62905.00,66485.00,66485.00,6018
Nov 5 2021,61435.00,62865.00,60905.00,61380.00,61380.00,3534
Nov 4 2021,63450.00,63475.00,60860.00,61360.00,61360.00,5009
Nov 3 2021,63580.00,63965.00,60945.00,63065.00,63065.00,5495
Nov 2 2021,61010.00,64665.00,60900.00,64015.00,64015.00,5238
Nov 1 2021,61995.00,62850.00,59700.00,61615.00,61615.00,4979
Oct 29 2021,61295.00,62030.00,60220.00,61149.26,61149.26,6361
Oct 28 2021,58790.00,62400.00,57855.00,61335.00,61335.00,9715
Oct 27 2021,61255.00,61450.00,57855.00,59065.00,59065.00,12927
Oct 26 2021,62855.00,63345.00,61810.00,61975.00,61975.00,7404
Oct 25 2021,61080.00,63865.00,60820.00,62725.00,62725.00,7184
Oct 22 2021,62890.00,63950.00,60210.00,61080.00,61080.00,10125
Oct 21 2021,66160.00,66960.00,62140.00,62910.00,62910.00,15609
Oct 20 2021,64490.00,67680.00,63830.00,66665.00,66665.00,15201
Oct 19 2021,61905.00,64780.00,61730.00,64660.00,64660.00,15283
Oct 18 2021,61120.00,63230.00,60100.00,61650.00,61650.00,10019
Oct 15 2021,58150.00,63525.00,57250.00,62075.00,62075.00,11665
Oct 14 2021,57700.00,59025.00,57190.00,58195.00,58195.00,6318
Oct 13 2021,56350.00,57950.00,54700.00,57750.00,57750.00,6939
Oct 12 2021,57700.00,58215.00,54370.00,55815.00,55815.00,6691
Oct 11 2021,55330.00,58355.00,54820.00,57990.00,57990.00,5686
Oct 8 2021,54925.00,56815.00,54155.00,55180.00,55180.00,5063
Oct 7 2021,55580.00,56325.00,53855.00,54470.00,54470.00,5323
Oct 6 2021,52165.00,55935.00,50855.00,55700.00,55700.00,9662
Oct 5 2021,49310.00,52165.00,49100.00,51630.00,51630.00,8408
Oct 4 2021,48070.00,50000.00,47180.00,49855.00,49855.00,5865
Oct 1 2021,43735.00,48705.00,43330.00,48390.00,48390.00,9404
Sep 30 2021,41240.00,44175.00,41040.00,43615.00,43615.00,4869
Sep 29 2021,41890.00,42735.00,40785.00,41155.00,41155.00,3694
Sep 28 2021,43215.00,43555.00,41145.00,41600.00,41600.00,4666
Sep 27 2021,43635.00,44580.00,42770.00,43150.00,43150.00,5221
Sep 24 2021,44790.00,45115.00,40855.00,42359.41,42359.41,11471
Sep 23 2021,43255.00,44970.00,43095.00,44785.00,44785.00,5357
Sep 22 2021,41330.00,44025.00,40145.00,43385.00,43385.00,7828
Sep 21 2021,43410.00,43870.00,40085.00,42030.00,42030.00,8523
Sep 20 2021,47415.00,47620.00,42365.00,43780.00,43780.00,8330
Sep 17 2021,47600.00,48225.00,46670.00,47490.00,47490.00,3893
Sep 16 2021,48270.00,48600.00,47050.00,47495.00,47495.00,4538
Sep 15 2021,46700.00,48510.00,46635.00,48190.00,48190.00,3080
Sep 14 2021,45215.00,47025.00,44705.00,46515.00,46515.00,3802
Sep 13 2021,45240.00,46945.00,43310.00,44815.00,44815.00,7363
Sep 10 2021,46545.00,47065.00,44750.00,45675.00,45675.00,4853
Sep 9 2021,46250.00,47465.00,45545.00,46645.00,46645.00,4052
Sep 8 2021,46590.00,47440.00,44500.00,46520.00,46520.00,5680
Sep 7 2021,51755.00,53125.00,43705.00,46780.00,46780.00,13967
Sep 3 2021,49900.00,51260.00,48445.00,50710.00,50710.00,5123
Sep 2 2021,48600.00,50570.00,48400.00,49375.00,49375.00,4772
Sep 1 2021,46940.00,49270.00,46530.00,48320.00,48320.00,4280
Aug 31 2021,48610.00,48610.00,46695.00,47390.00,47390.00,4056
Aug 30 2021,49070.00,49510.00,47460.00,48765.00,48765.00,3419
Aug 27 2021,47205.00,48210.00,46420.00,47952.02,47952.02,5609
Aug 26 2021,48950.00,49345.00,46230.00,46940.00,46940.00,6139
Aug 25 2021,48205.00,49135.00,47065.00,48705.00,48705.00,6128
Aug 24 2021,49520.00,49885.00,47735.00,48210.00,48210.00,5776
Aug 23 2021,48815.00,50585.00,48640.00,49280.00,49280.00,5956
Aug 20 2021,46545.00,49185.00,46370.00,48730.00,48730.00,5402
Aug 19 2021,44530.00,46895.00,43900.00,46700.00,46700.00,6208
Aug 18 2021,44795.00,46105.00,44155.00,44855.00,44855.00,5149
Aug 17 2021,46000.00,47205.00,44570.00,45520.00,45520.00,4393
Aug 16 2021,46905.00,48100.00,45670.00,46095.00,46095.00,4125
Aug 13 2021,44310.00,48005.00,43830.00,46505.00,46505.00,3796
Aug 12 2021,46315.00,46315.00,43780.00,44360.00,44360.00,5190
Aug 11 2021,45755.00,46835.00,45250.00,46455.00,46455.00,3447
Aug 10 2021,45760.00,46800.00,44650.00,45495.00,45495.00,5332
Aug 9 2021,44255.00,46520.00,42890.00,46045.00,46045.00,7172
Aug 6 2021,41095.00,43430.00,39910.00,42970.00,42970.00,6634
Aug 5 2021,39940.00,41480.00,37300.00,40755.00,40755.00,6706
Aug 4 2021,38265.00,39945.00,37465.00,39840.00,39840.00,3669
Aug 3 2021,39180.00,39830.00,37580.00,37965.00,37965.00,5443
Aug 2 2021,41185.00,41500.00,38715.00,39180.00,39180.00,4781
Jul 30 2021,39640.00,40240.00,38455.00,39020.92,39020.92,4892
Jul 29 2021,40165.00,40650.00,39290.00,39675.00,39675.00,6100
Jul 28 2021,38340.00,40940.00,38150.00,40370.00,40370.00,10480
Jul 27 2021,37090.00,38795.00,36425.00,37890.00,37890.00,7578
Jul 26 2021,34475.00,40580.00,34420.00,39480.00,39480.00,17245
Jul 23 2021,32180.00,32930.00,31980.00,32270.00,32270.00,2498
Jul 22 2021,31920.00,32590.00,31680.00,32415.00,32415.00,3232
Jul 21 2021,29625.00,32830.00,29435.00,31620.00,31620.00,9993
Jul 20 2021,30680.00,31015.00,29215.00,29715.00,29715.00,4343
Jul 19 2021,31760.00,31860.00,30280.00,30690.00,30690.00,3945
Jul 16 2021,31700.00,32205.00,30960.00,31925.00,31925.00,4090
Jul 15 2021,32930.00,33180.00,30970.00,31410.00,31410.00,6733
Jul 14 2021,32535.00,33195.00,31515.00,32740.00,32740.00,3546
Jul 13 2021,32830.00,33330.00,32150.00,32215.00,32215.00,3084
Jul 12 2021,34430.00,34830.00,32600.00,32760.00,32760.00,3826
Jul 9 2021,32680.00,33740.00,32295.00,33455.00,33455.00,2662
Jul 8 2021,34200.00,34300.00,32040.00,32960.00,32960.00,5747
Jul 7 2021,33800.00,35140.00,33675.00,34700.00,34700.00,3868
Jul 6 2021,35800.00,35955.00,33315.00,33975.00,33975.00,6997
Jul 2 2021,33460.00,33995.00,32620.00,33285.00,33285.00,3489
Jul 1 2021,34765.00,35185.00,32695.00,33030.00,33030.00,4607
Jun 30 2021,36215.00,36215.00,34020.00,34725.00,34725.00,3880
Jun 29 2021,34680.00,36650.00,34200.00,36430.00,36430.00,4838
Jun 28 2021,32775.00,35325.00,32750.00,34525.00,34525.00,5519
Jun 25 2021,34700.00,35300.00,32630.00,33079.40,33079.40,6633
Jun 24 2021,33220.00,35245.00,32330.00,34805.00,34805.00,6210
Jun 23 2021,32560.00,34835.00,31780.00,32900.00,32900.00,7184
Jun 22 2021,31700.00,33310.00,28800.00,32480.00,32480.00,14889
Jun 21 2021,35555.00,35790.00,31715.00,32560.00,32560.00,9302
Jun 18 2021,37695.00,38175.00,35100.00,35285.00,35285.00,5719
Jun 17 2021,38550.00,39535.00,37315.00,37665.00,37665.00,5646
Jun 16 2021,40025.00,40480.00,38270.00,38565.00,38565.00,6334
Jun 15 2021,40250.00,41335.00,39565.00,39995.00,39995.00,4180
Jun 14 2021,38900.00,41070.00,38705.00,39710.00,39710.00,5935
Jun 11 2021,36725.00,37700.00,35955.00,37325.00,37325.00,3333
Jun 10 2021,36610.00,38460.00,35815.00,36690.00,36690.00,6676
Jun 9 2021,33485.00,36945.00,32420.00,36375.00,36375.00,8450
Jun 8 2021,34130.00,34295.00,30915.00,32910.00,32910.00,11212
Jun 7 2021,36205.00,37015.00,34000.00,35645.00,35645.00,6680
Jun 4 2021,38840.00,39330.00,35590.00,36955.00,36955.00,8164
Jun 3 2021,37835.00,39560.00,37255.00,38715.00,38715.00,4312
Jun 2 2021,36205.00,38340.00,35940.00,38040.00,38040.00,4028
Jun 1 2021,35905.00,37985.00,34250.00,35990.00,35990.00,8098
May 28 2021,38800.00,39180.00,35160.00,36841.35,36841.35,8101
May 27 2021,39025.00,40435.00,37270.00,38845.00,38845.00,6239
May 26 2021,38055.00,40895.00,37875.00,38545.00,38545.00,9284
May 25 2021,38540.00,39885.00,36555.00,37330.00,37330.00,8766
May 24 2021,34280.00,39950.00,33720.00,39750.00,39750.00,10870
May 21 2021,40720.00,42370.00,35135.00,36085.00,36085.00,12908
May 20 2021,38925.00,42420.00,34950.00,40320.00,40320.00,13391
May 19 2021,42915.00,43530.00,30205.00,39340.00,39340.00,26734
May 18 2021,43500.00,45755.00,42280.00,43150.00,43150.00,8310
May 17 2021,45295.00,46620.00,42050.00,44060.00,44060.00,11148
May 14 2021,49215.00,51475.00,48370.00,50190.00,50190.00,5432
